X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
6410280.95,1890448.028,72815,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Balboa Metro Station,Balboa Blvd & Victory Blvd,,Encino,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306229,Orange Line,91316,,publish,34.18600486,-118.5005822,2023/04/04 16:19:54+00,,34.18600486,-118.5005822
6415250.325,1890536.503,72816,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Woodley Metro Station,6381 N. Woodley Ave.,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306230,Orange Line,91406,,publish,34.18631486,-118.4841522,2023/04/04 16:19:54+00,,34.18631486,-118.4841522
6419895.355,1888527.47,72817,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Sepulveda Metro Station,15430 W. Erwin St,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306231,Orange Line,91411,,publish,34.18085486,-118.4687622,2023/04/04 16:19:54+00,,34.18085486,-118.4687622
6426128.081,1888357.114,72818,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Van Nuys Metro Station,6060 Van Nuys Blvd,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306232,Orange Line,91411,,publish,34.18046486,-118.4481522,2023/04/04 16:19:54+00,,34.18046486,-118.4481522
6431702.881,1887797.806,72819,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Woodman Metro Station,13622 W. Oxnard St,,Sherman Oaks,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)","323.GO.METRO (323.466.3876)
",,http://www.metro.net/around/rail/orange-line/,,,3306233,Orange Line,91401,,publish,34.17899486,-118.4297122,2023/04/04 16:19:54+00,,34.17899486,-118.4297122
6433996.506,1885156.935,72820,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Valley College Metro Station,13240 W. Burbank Blvd.,,Sherman Oaks,CA,"Bus & Rail Transit Information: 323.GO.METRO (323.466.3876)
6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",,,http://www.metro.net/around/rail/orange-line/,,,3306234,Orange Line,91401,,publish,34.17176486,-118.4220922,2023/04/04 16:19:54+00,,34.17176486,-118.4220922
6447470.853,1884029.775,72821,Metropolitan Transportation Authority (MTA),80000043,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),North Hollywood Metro Station,Lankershim Blvd & Chandler Blvd,,North Hollywood,CA,,,,http://www.metro.net/around/rail/red-line/,,,3306235,Orange Line,91601,,publish,34.16881486,-118.3775322,2023/04/04 16:19:54+00,,34.16881486,-118.3775322
6441565.929,1883961.545,72822,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Laurel Canyon Metro Station,5371 Laurel Canyon Blvd,,North Hollywood,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306236,Orange Line,91607,,publish,34.16856486,-118.3970522,2023/04/04 16:19:54+00,,34.16856486,-118.3970522
6381301.235,1892555.138,72823,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Canoga Metro Station North-South,,,,,,,,,,,3306237,Orange Line,,,publish,34.19136029,-118.5964455,2023/04/04 16:19:54+00,,34.19136029,-118.5964455
6381108.37,1895885.282,72824,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Sherman Way Metro Station,,,,,,,,,,,3306238,Orange Line,,,publish,34.20050779,-118.5971486,2023/04/04 16:19:54+00,,34.20050779,-118.5971486
6381179.44,1902751.247,72825,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Roscoe Metro Station South Bound,,,,,,,,,,,3306239,Orange Line,,,publish,34.21937541,-118.5970485,2023/04/04 16:19:54+00,,34.21937541,-118.5970485
6381186.562,1903150.11,72826,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Roscoe Metro Station North Bound,,,,,,,,,,,3306240,Orange Line,,,publish,34.22047153,-118.5970328,2023/04/04 16:19:54+00,,34.22047153,-118.5970328
6381169.476,1908432.248,72827,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Nordhoff Metro Station South Bound,,,,,,,,,,,3306241,Orange Line,,,publish,34.23498563,-118.5971931,2023/04/04 16:19:54+00,,34.23498563,-118.5971931
6381171.604,1908772.753,72828,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Nordhoff Metro Station North Bound,,,,,,,,,,,3306242,Orange Line,,,publish,34.23592131,-118.5971927,2023/04/04 16:19:54+00,,34.23592131,-118.5971927
6380545.925,1914699.673,72829,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Chatsworth Metro Station,,,,,,,,,,,3306243,Orange Line,,,publish,34.2521972,-118.5993797,2023/04/04 16:19:54+00,,34.2521972,-118.5993797
6460131.516,1830720.766,72830,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Expo/Crenshaw Station,,,,,,,,,,,3306244,K Line,,,publish,34.02245314,-118.3350902,2023/04/04 16:19:54+00,,34.02245314,-118.3350902
6460038.764,1826249.717,72831,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Martin Luther King Jr Station,,,,,,,,,,,3306245,K Line,,,publish,34.01016656,-118.335347,2023/04/04 16:19:54+00,,34.01016656,-118.335347
6460844.971,1824214.517,72832,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Leimert Park Station,,,,,,,,,,,3306246,K Line,,,publish,34.00458152,-118.3326646,2023/04/04 16:19:54+00,,34.00458152,-118.3326646
6461379.778,1818283.808,72833,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Hyde Park Station,,,,,,,,,,,3306247,K Line,,,publish,33.98828975,-118.3308357,2023/04/04 16:19:54+00,,33.98828975,-118.3308357
6459789.287,1813556.099,72834,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Fairview Heights Station,,,,,,,,,,,3306248,K Line,,,publish,33.97528429,-118.3360302,2023/04/04 16:19:54+00,,33.97528429,-118.3360302
6455121.369,1810666.089,72835,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Downtown Inglewood Station,,,,,,,,,,,3306249,K Line,,,publish,33.96729917,-118.3513927,2023/04/04 16:19:54+00,,33.96729917,-118.3513927
6448121.24,1808770.444,72836,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Westchester/Veterans Station,,,,,,,,,,,3306250,K Line,,,publish,33.96202081,-118.3744553,2023/04/04 16:19:54+00,,33.96202081,-118.3744553
6446828.324,1804264.321,72837,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,LAX/Metro Transit Center Station,,,,,,,,,,,3306251,K Line,,,publish,33.94962547,-118.378663,2023/04/04 16:19:54+00,,33.94962547,-118.378663
6446810.87,1802827.824,72838,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Aviation/Century Station,,,,,,,,,,,3306252,K Line,,,publish,33.94567805,-118.3787027,2023/04/04 16:19:54+00,,33.94567805,-118.3787027
6447223.241,1796987.753,72839,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Aviation/LAX Station,,,,,,,,,,,3306253,K Line,,,publish,33.92963484,-118.3772708,2023/04/04 16:19:54+00,,33.92963484,-118.3772708
6485578.69,1842400.282,72840,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Grand Av Arts/Bunker Hill,,,,,,,,,,,3306254,Regional Connector,,,publish,34.05475059,-118.2512082,2023/04/04 16:19:54+00,,34.05475059,-118.2512082
6487103.439,1841409.68,72841,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Historic Broadway,,,,,,,,,,,3306255,Regional Connector,,,publish,34.05203893,-118.2461664,2023/04/04 16:19:54+00,,34.05203893,-118.2461664
6489336.01,1840240.932,72842,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Little Tokyo/Arts District,,,,,,,,,,,3306256,Regional Connector,,,publish,34.04884218,-118.2387869,2023/04/04 16:19:54+00,,34.04884218,-118.2387869
